story_id,keyword_id,keyword
1319,929,Buttern
1453,30,on cattle
15342,206,Etymologie
5811,5813,Herrenhaus
3616,29,witches
10323,198,Fuchs
9307,4,historical legends
11165,10143,Tasche
18823,80,werewolf
12209,1162,Gälknoeker
1866,195,Tiersage
12075,93,Toter
9198,6171,Kirchhof
10498,354,Berg
19302,6895,wie greifen
17765,41,local legends
5389,8,"Sage, historische"
822,824,weiblich: Deichsel
12647,938,Kloster
17556,626,Ewiger Jude
14264,3721,Feuer
8412,8419,blennlich
6989,466,Kirchliches
11788,937,Kirche
3098,32,Hexe
19328,467,Ecclesiastical
12621,12622,Abendbrot
1683,555,moort
2559,91,dead
11240,195,Tiersage
9252,205,local legends: churches and passages
13751,555,moort
17497,131,French people
19744,16,sacrilege
12062,7289,Kyffhäuser: Kaiser im Berg
9338,496,"Wiederkehr, Totenhemd"
2864,797,Blutstropfen etc.
3532,233,"Tiersagen, Märchen I"
16453,2413,Engelland
10837,1135,Zaum
15988,784,wissen
4207,330,Literature
4754,16,sacrilege
16732,29,witches
15320,6647,tragen Berge zusammen
11740,823,Wilde Jagd
2049,4,historical legends
12524,64,Blocksberg varia
8673,4,historical legends
1827,290,giants
5902,970,Melken
17321,80,werewolf
1330,29,witches
13352,93,Toter
8300,929,Buttern
14720,72,local legends: varia
3182,784,wissen
18152,31,Vieh
18050,16,sacrilege
15427,555,moort
8216,4867,Tagelöhner
1134,1137,Hexenhalfter
3555,45,Lokalsage
4284,4287,Berg vom Riesen zusammengetragen
136,149,Maitag
756,741,Blutfleck
17903,4,historical legends
12695,4,historical legends
2563,31,Vieh
18619,555,moort
17222,1064,"Unschuldig: Taube, Torgelow etc."
5105,131,French people
16413,3303,Papedönke
5930,929,Buttern
7562,3458,Menschenkeule
13379,1559,Allg.
4616,2350,jagen
5184,4475,The husband as werewolf
17087,16,sacrilege
16622,16,sacrilege
12804,12805,Teufelsbündner: Pferde festmachen
18301,942,Gewitter
16035,45,Lokalsage
4300,3211,Wiedergänger
8922,2087,"Ort, Orte, wo Räuber hausen"
14504,6587,"Tiere: Sagen, Märchen etc."
1733,1739,Kuhfütterer
13519,1162,Gälknoeker
8510,929,Buttern
19565,402,Kuh
18028,2375,Scheintoter
11174,93,Toter
2719,16,sacrilege
14194,946,"French people etc., search town"
4963,93,Toter
9016,117,quid
8726,480,Haberlandt
6957,1323,Berg nicht fortschaffen
16680,93,Toter
15016,117,quid
12118,131,French people
2344,214,"Historic, elderly"
14688,351,Schatzsage
13210,3677,stark
10088,223,Viting
6932,41,local legends
4693,1885,Gerichtsberg
13626,232,Tiermärchen
19328,16,sacrilege
924,928,buttern
17801,545,See (der)
11532,91,dead
1945,16,sacrilege
9290,394,haunting animals
7565,8,"Sage, historische"
18973,18974,Ei
19762,4065,Totenkopf
15343,72,local legends: varia
9713,928,buttern
18152,29,witches
16421,16,sacrilege
18698,16,sacrilege
18461,18466,Schweineschwanz
11174,826,weiblich
16665,29,witches
2161,29,witches
10980,580,Hemd
14009,8074,anbinden
9516,29,witches
8154,354,Berg
13892,7587,Tote: Hand heraus etc.
7340,20,Man who move the boundaries
8083,1717,Sieve border
3632,140,When
10032,91,dead
16291,946,"French people etc., search town"
17835,8,"Sage, historische"
14492,2087,"Ort, Orte, wo Räuber hausen"
2870,45,Lokalsage
16531,91,dead
18806,16,sacrilege
8866,7739,Jäger
7471,16,sacrilege
13595,91,dead
9111,29,witches
14818,600,ewig
7712,198,Fuchs
17377,957,"Pumpfuß, Columbus"
12782,307,Wasser
2392,16,sacrilege
19207,290,giants
6377,16,sacrilege
8146,16,sacrilege
7790,52,Räuber
14899,407,Totenmesse
19808,543,Opfer
16010,394,haunting animals
1384,986,"30-/100-year war, blending"
13950,946,"French people etc., search town"
3421,482,Edelleute
10121,6441,Seeräuber Varia
1917,64,Blocksberg varia
7617,1093,Brüder
13163,16,sacrilege
10070,6609,Streiche
9085,6601,Wölfe zum Wallach gemacht
1555,4,historical legends
3510,784,wissen
9809,16,sacrilege
4182,16,sacrilege
19028,4973,Glaube
13159,131,French people
10969,91,dead
15196,1065,unschuldig
14978,8972,"Hunde, Brot, Bier"
13544,54,Störtebecker
1723,599,Ewig Leben: I
10788,1705,hart
7874,16,sacrilege
13097,32,Hexe
19454,407,Totenmesse
1259,93,Toter
18347,2202,Worauf
2371,91,dead
5876,5878,Johannisfest
11034,4,historical legends
1416,32,Hexe
2612,70,Horse shoe etc.
3616,140,When
12683,534,kämpfen
7050,5072,Treppe
19154,4,historical legends
17205,1069,Taube
4029,4034,"Gegenstände, Geräte Varia"
14618,442,Stadt
15638,10250,Spruch
18517,5814,Gott
7822,53,robbers
14607,407,Totenmesse
5686,5689,Faden
7389,16,sacrilege
19580,402,Kuh
7273,7013,Sand
10547,292,Riese
15549,253,tragen
9438,784,wissen
5749,1137,Hexenhalfter
2432,307,Wasser
1647,1024,Schäfer
4400,420,"Persönlichkeiten, Familie etc."
18016,91,dead
14587,3369,Wechselbalg I
12930,1405,Wallenstein
7914,91,dead
1194,1201,bluten
15609,29,witches
18019,40,Familie
14644,63,Blocksberg
9436,93,Toter
5216,19,Scheidengänger
14495,7912,Mauer
11785,4661,Maus
19973,29,witches
2612,45,Lokalsage
5470,16,sacrilege
18447,2202,Worauf
8060,70,Horse shoe etc.
3098,963,"Buttern, Lappen etc."
4837,2416,"Entheiligung des Feiertages, Karfreitag"
15502,354,Berg
5960,333,Räubersage
3430,626,Ewiger Jude
18228,18231,Puppe
17061,565,Varia II
14883,290,giants
6729,599,Ewig Leben: I
13117,29,witches
11851,53,robbers
9859,6647,tragen Berge zusammen
14126,2067,Names
13659,503,Treasure hunter
3283,732,Mecklenburg
19616,2878,"Gang, Lit."
5158,80,werewolf
18470,11732,Prügel
12198,290,giants
17493,32,Hexe
19521,16,sacrilege
8957,8960,Frage
6848,496,"Wiederkehr, Totenhemd"
8245,1706,Harte Herrin
15857,7361,Schlacht etc.
5889,309,Hochzeit
769,710,An Menschen
4954,1775,not to fear
5077,131,French people
15227,4661,Maus
5599,1528,devil
19589,1525,Teufel und Advokat
19485,1137,Hexenhalfter
16939,91,dead
5937,986,"30-/100-year war, blending"
2190,1988,Glocke
5790,466,Kirchliches
13268,1360,Grab
16047,360,Frau
10868,32,Hexe
5461,544,"See, Opfer, Varia"
18959,442,Stadt
18959,5,Danish people
5571,70,Horse shoe etc.
13761,2954,"Edelmann, Toter, Geld"
16100,29,witches
14298,555,moort
3616,142,"Hexenausritt, Termine"
2823,970,Melken
9449,292,Riese
11766,3677,stark
14960,3676,Starke Leute
18732,16,sacrilege
6811,72,local legends: varia
6322,4,historical legends
12094,16,sacrilege
1757,307,Wasser
19543,307,Wasser
7770,63,Blocksberg
14401,16,sacrilege
12728,3242,Botschaft vom Jenseits
18503,29,witches
13557,64,Blocksberg varia
4815,131,French people
12372,440,destruction
13194,354,Berg
14590,32,Hexe
18591,514,Glas
13060,5907,Elle
17916,9383,vidit
3294,626,Ewiger Jude
8256,91,dead
13045,8356,"Juden, Hostie"
16141,351,Schatzsage
17730,5814,Gott
2836,2839,zusehen
16952,1460,Steinsage
13096,29,witches
3763,169,The shot werewolf
14487,398,goldene Wiege
16762,16,sacrilege
4473,4481,Fransen
18109,290,giants
10385,16,sacrilege
8775,70,Horse shoe etc.
10670,32,Hexe
19744,1065,unschuldig
4162,732,Mecklenburg
5316,53,robbers
495,93,Toter
12765,3652,Mordkrug etc.
11513,4,historical legends
10732,599,Ewig Leben: I
5228,195,Tiersage
7940,7944,"arbeiten, allgemein"
6835,45,Lokalsage
2100,870,"Tote red., erste Frau, Mutter"
2742,30,on cattle
8708,2214,Teufel varia
5162,72,local legends: varia
14884,12805,Teufelsbündner: Pferde festmachen
4393,599,Ewig Leben: I
185,199,faul
17140,4262,Häkel etc.
3063,1334,nachts
12444,117,quid
15028,307,Wasser
14818,1078,Johannismiddag
16491,93,Toter
8193,8196,Räuberbanden
10178,16,sacrilege
17912,2191,Pale girl
5206,32,Hexe
7216,835,Robber-knight gen.
3349,248,Kind
1801,16,sacrilege
1945,19,Scheidengänger
14357,8,"Sage, historische"
15962,556,"Taufe, Lattenstiger"
4236,1706,Harte Herrin
11591,45,Lokalsage
14476,6609,Streiche
16110,4,historical legends
15667,70,Horse shoe etc.
5567,671,Toys
12540,1459,Steine
16069,440,destruction
3854,2223,Elster lehrt Taube Nest bauen
13576,560,Zwergensage
3558,32,Hexe
16212,599,Ewig Leben: I
17381,29,witches
3600,111,from the french period
7569,93,Toter
11270,72,local legends: varia
16183,2202,Worauf
1050,1052,Verwandlung in verschiedene Tiere
1972,1975,weglaufen
15187,16,sacrilege
855,45,Lokalsage
16690,440,destruction
18414,18055,anketten
2055,29,witches
16964,16,sacrilege
3148,2764,Mekelborger
17291,600,ewig
7124,16,sacrilege
13864,91,dead
14208,14210,lieber
16010,937,Kirche
6200,5964,Geld brennt
14619,91,dead
14999,395,treasure
14713,198,Fuchs
19196,555,moort
3499,2720,Bürgermeister
15529,32,Hexe
10096,29,witches
6452,836,Raubritter
3862,236,fliegen
14495,7910,"Storch: große Mauer, Läversee"
18858,2477,Glaubensphänomen
18216,1495,weiblich: Namen
12926,7012,Mäuse machen etc.
3003,784,wissen
16896,10443,"Teich, auswaschen, fällen, Baum"
18088,2841,verbrennen
19532,938,Kloster
7842,3326,entrückt
10882,7012,Mäuse machen etc.
3128,32,Hexe
2257,2261,Kutscher
12141,4,historical legends
5077,130,Franzose
13843,3751,"Katze, Ratte etc."
4635,963,"Buttern, Lappen etc."
5830,29,witches
1573,1576,helfen
11139,599,Ewig Leben: I
17169,957,"Pumpfuß, Columbus"
10532,7289,Kyffhäuser: Kaiser im Berg
13087,52,Räuber
15466,496,"Wiederkehr, Totenhemd"
17885,130,Franzose
13736,2364,Schürze platzt
13217,1775,not to fear
16376,30,on cattle
1287,1290,Verwandlung in einen Bären
14593,32,Hexe
4789,741,Blutfleck
19112,496,"Wiederkehr, Totenhemd"
3019,1227,Untergang: Lit.
14138,2087,"Ort, Orte, wo Räuber hausen"
14818,16,sacrilege
2636,72,local legends: varia
14928,91,dead
10095,440,destruction
14856,599,Ewig Leben: I
16066,1361,Galgenberg
6806,600,ewig
9290,9291,reitend auf Tieren
17637,407,Totenmesse
12852,8,"Sage, historische"
18388,19,Scheidengänger
10035,545,See (der)
4807,32,Hexe
1058,16,sacrilege
1179,29,witches
12765,16,sacrilege
14713,191,Wolf
4300,16,sacrilege
5488,16,sacrilege
17850,32,Hexe
18287,32,Hexe
6190,3366,"Teufel baut, Lit."
9456,524,Volkssage
6536,3980,Totentrauung
12014,53,robbers
15309,93,Toter
8805,986,"30-/100-year war, blending"
696,290,giants
4855,16,sacrilege
5902,32,Hexe
9253,1317,Arm
11307,957,"Pumpfuß, Columbus"
12740,70,Horse shoe etc.
9765,9766,"Deads: to hold money, receipt"
12385,253,tragen
9160,3458,Menschenkeule
10562,560,Zwergensage
791,797,Blutstropfen etc.
15610,15612,Katze tanzen
2667,29,witches
6871,555,moort
5691,929,Buttern
9688,442,Stadt
3174,354,Berg
13458,52,Räuber
18310,15786,Biss
3033,407,Totenmesse
15727,8,"Sage, historische"
677,16,sacrilege
15282,5961,Röpke etc.
19257,290,giants
7770,29,witches
14995,91,dead
18287,813,Wand
13865,1558,Gen.
11120,1717,Sieve border
3910,1906,entrückt: Paradies
9141,52,Räuber
13379,8,"Sage, historische"
8923,16,sacrilege
237,223,Viting
19734,1394,ablassen
3293,741,Blutfleck
19484,407,Totenmesse
5264,4,historical legends
17013,2605,"Körperteile, Rippe etc."
18966,8,"Sage, historische"
8159,29,witches
12923,394,haunting animals
15784,223,Viting
19137,626,Ewiger Jude
14487,53,robbers
15506,8,"Sage, historische"
475,16,sacrilege
9427,555,moort
9997,4661,Maus
10189,1109,Milch
16631,4,historical legends
821,831,ghosts
6409,29,witches
12919,29,witches
12373,232,Tiermärchen
14938,91,dead
1179,32,Hexe
17199,4,historical legends
5605,29,witches
14372,351,Schatzsage
13000,7130,Jump
11897,1215,"Schatz, wo"
13356,560,Zwergensage
12440,117,quid
14618,440,destruction
7258,32,Hexe
17149,3280,Laus
5412,420,"Persönlichkeiten, Familie etc."
7108,599,Ewig Leben: I
4201,29,witches
18892,2087,"Ort, Orte, wo Räuber hausen"
12084,16,sacrilege
11145,6647,tragen Berge zusammen
18153,556,"Taufe, Lattenstiger"
11762,257,Kette
6304,131,French people
12848,91,dead
1353,545,See (der)
12919,12921,Johann
15864,93,Toter
6253,6254,Hemd etc.
12426,29,witches
4369,826,weiblich
7940,885,Pastor
18395,91,dead
14053,72,local legends: varia
6204,1854,Russian people
5033,835,Robber-knight gen.
19490,1168,Semmel
10290,232,Tiermärchen
961,964,Jesus
381,288,werfen Steine
10856,16,sacrilege
5103,117,quid
13913,1775,not to fear
12839,45,Lokalsage
7831,63,Blocksberg
18339,29,witches
18156,809,Teufel
11766,3676,Starke Leute
19769,19773,gefährlich
16168,1024,Schäfer
6190,810,Varia
19225,29,witches
2066,53,robbers
9634,45,Lokalsage
18105,602,Plut (Teil einer Semmel)
1942,288,werfen Steine
17517,2533,Siege
15325,4081,Grab etc.
3027,72,local legends: varia
8896,6587,"Tiere: Sagen, Märchen etc."
12556,3822,gut
4777,710,An Menschen
12867,12868,"Bäume, auf Hunden, Sense, Tannen"
16646,3822,gut
14317,3980,Totentrauung
6712,4,historical legends
8791,91,dead
7420,6647,tragen Berge zusammen
3959,416,Seejungfer
6275,1159,"wo, Aufenthaltsort"
18804,288,werfen Steine
1353,1363,Störtkor
4676,718,"Mountain: singing, thunder etc."
14181,1503,Tod varia
10148,2087,"Ort, Orte, wo Räuber hausen"
11812,32,Hexe
15508,16,sacrilege
6208,290,giants
3994,3995,Deads: fights
7645,233,"Tiersagen, Märchen I"
8806,870,"Tote red., erste Frau, Mutter"
6190,560,Zwergensage
2670,2674,what they do etc.
8822,6647,tragen Berge zusammen
14058,29,witches
7704,3914,Fear
10390,292,Riese
1987,1988,Glocke
11390,560,Zwergensage
16896,1065,unschuldig
19211,91,dead
12241,72,local legends: varia
6953,2514,to bake etc.
12947,246,Halskette
2148,32,Hexe
13706,4,historical legends
10909,16,sacrilege
12446,560,Zwergensage
18739,2366,platzen
8914,55,Störtebecker - Gödeke Michel
18868,111,from the french period
19402,45,Lokalsage
7774,1265,Herr
14713,195,Tiersage
4690,45,Lokalsage
18076,555,moort
18470,970,Melken
13220,4,historical legends
3124,354,Berg
12040,29,witches
19729,556,"Taufe, Lattenstiger"
18789,1230,Untergangssage
1723,16,sacrilege
1890,442,Stadt
18743,2375,Scheintoter
10248,29,witches
17118,16,sacrilege
17280,91,dead
6196,371,Lenore
14811,599,Ewig Leben: I
6259,6264,A 80328
7287,91,dead
7783,232,Tiermärchen
14399,2954,"Edelmann, Toter, Geld"
18901,30,on cattle
6790,1717,Sieve border
8715,1502,Totensage
10816,10817,Rabe
7033,7018,Mahl
5336,16,sacrilege
9638,256,Ring
13546,29,witches
1186,599,Ewig Leben: I
4473,4474,Unterrock
14784,290,giants
16202,3676,Starke Leute
5393,288,werfen Steine
6906,3279,Zigeuner
12903,29,witches
12078,292,Riese
1444,29,witches
17568,45,Lokalsage
16538,420,"Persönlichkeiten, Familie etc."
17444,555,moort
8035,1558,Gen.
3538,131,French people
1013,16,sacrilege
14753,290,giants
4250,45,Lokalsage
18758,8,"Sage, historische"
15589,14639,Schatz: Geldbrennen
687,19,Scheidengänger
3801,29,witches
15591,7863,"Schellfisch, Placken"
5439,5444,"Pest, allg."
3174,1905,Mountains
10323,195,Tiersage
17118,17120,Mörder
10052,29,witches
5275,560,Zwergensage
15368,93,Toter
5013,29,witches
11299,9560,Aalblüser
2874,1137,Hexenhalfter
16877,555,moort
3174,1559,Allg.
17704,2229,Geld
322,335,Robber varia
13990,2087,"Ort, Orte, wo Räuber hausen"
8888,250,"Kette tragen, Ring"
3902,29,witches
11652,4,historical legends
17655,288,werfen Steine
1410,440,destruction
2746,290,giants
13619,394,haunting animals
10616,615,Tod
10364,8,"Sage, historische"
16403,561,to purge the bowels
12020,4,historical legends
2345,194,Schwein
4747,2434,"grundlos, ausmessen etc."
16021,16023,Leuchte
16978,16,sacrilege
6419,32,Hexe
15529,117,quid
16904,1775,not to fear
8060,45,Lokalsage
15246,41,local legends
8193,333,Räubersage
6304,8,"Sage, historische"
2345,482,Edelleute
3481,1706,Harte Herrin
17321,248,Kind
9492,9501,Zeit
5439,560,Zwergensage
14077,7159,Federkranz
15837,93,Toter
5869,2994,Stock
9962,599,Ewig Leben: I
12401,93,Toter
16066,6341,Maidag
10675,29,witches
12657,12660,Schiff geraubt
13418,246,Halskette
8845,53,robbers
16818,180,The ample meal
16218,4780,Tür
19716,3308,Liebeszauber: Silvester
5413,45,Lokalsage
17374,440,destruction
14627,63,Blocksberg
10498,6647,tragen Berge zusammen
18084,18085,Groschen
6111,2416,"Entheiligung des Feiertages, Karfreitag"
1032,29,witches
18945,18950,Rethrasage
13591,32,Hexe
7810,29,witches
9533,599,Ewig Leben: I
8177,1559,Allg.
2506,2513,backen
10061,233,"Tiersagen, Märchen I"
4300,3696,Spuk
15844,91,dead
2797,2798,Berge hohl
7617,3519,Dog
8721,8723,Magdalena
14542,866,töten
373,214,"Historic, elderly"
18702,18706,böse
17560,437,"Taters, krup unner"
7430,7288,Kaiser
8022,870,"Tote red., erste Frau, Mutter"
5756,29,witches
18725,91,dead
11314,8585,Landmesser
7807,6588,essen
2217,53,robbers
11561,8,"Sage, historische"
5389,4,historical legends
9647,835,Robber-knight gen.
17245,80,werewolf
8154,7289,Kyffhäuser: Kaiser im Berg
15894,5024,Fischer
15707,3754,Ratte
14592,29,witches
8631,93,Toter
18016,93,Toter
12540,41,local legends
11026,91,dead
14712,7628,Kreuz (sakral)
4730,290,giants
11019,20,Man who move the boundaries
8060,72,local legends: varia
5676,4,historical legends
8775,71,Hufeisen
13031,16,sacrilege
9832,16,sacrilege
6514,55,Störtebecker - Gödeke Michel
17071,93,Toter
6190,45,Lokalsage
15296,91,dead
19565,928,buttern
19202,93,Toter
17247,80,werewolf
10532,354,Berg
12855,91,dead
16365,584,Stube
7787,32,Hexe
10323,233,"Tiersagen, Märchen I"
4982,3643,Witch general
14784,292,Riese
26,33,Kuhhirte
4919,289,Stein
4800,292,Riese
10194,32,Hexe
14288,269,Self-transformation into the wolf form by means of magic
16611,1905,Mountains
13536,72,local legends: varia
5823,1064,"Unschuldig: Taube, Torgelow etc."
18587,810,Varia
5653,4,historical legends
8089,8092,"Zauberer, Kleeblatt etc., Ogen verblennen"
9441,91,dead
9798,1323,Berg nicht fortschaffen
19053,4,historical legends
3522,288,werfen Steine
5211,41,local legends
9923,9926,Brombeere
15029,29,witches
5592,41,local legends
19965,72,local legends: varia
17583,16,sacrilege
1588,812,varia
8388,591,tanzen
13476,71,Hufeisen
11601,2413,Engelland
8563,91,dead
2953,2229,Geld
19639,16,sacrilege
9962,600,ewig
3849,1159,"wo, Aufenthaltsort"
18166,2605,"Körperteile, Rippe etc."
9161,251,Hals
5731,1279,ausmelken
19806,41,local legends
18643,2556,Liebeszauber
3021,3024,Besenstiel
19847,4,historical legends
2154,80,werewolf
9190,2478,Petermännchen
8031,362,eisern
18591,2581,Bett
10550,810,Varia
19374,986,"30-/100-year war, blending"
9970,91,dead
10016,8,"Sage, historische"
4143,16,sacrilege
7905,223,Viting
18392,1064,"Unschuldig: Taube, Torgelow etc."
3124,45,Lokalsage
14539,52,Räuber
3938,1775,not to fear
6731,1712,Victim
19808,545,See (der)
6487,32,Hexe
3451,420,"Persönlichkeiten, Familie etc."
5941,3487,Kirche (Gebäude)
16018,554,Taufe
2849,16,sacrilege
6382,2016,Nest wird ausgehoben - Schätze
7727,246,Halskette
8969,360,Frau
9756,8970,weiblich: horn
7349,91,dead
7404,45,Lokalsage
9880,91,dead
10912,865,Strafe
7027,2266,Schwanz
19081,8,"Sage, historische"
19665,205,local legends: churches and passages
10985,555,moort
14245,6254,Hemd etc.
19969,4,historical legends
7303,1323,Berg nicht fortschaffen
9169,307,Wasser
11030,72,local legends: varia
16633,5008,Viting /raubt Mädchen - 7 Söhne - verraten
19901,104,Kopf
16061,1394,ablassen
7189,16,sacrilege
19019,189,Volksmärchen
6269,6271,Waud
17773,16,sacrilege
15019,52,Räuber
3765,64,Blocksberg varia
4676,354,Berg
8847,4183,schießen
373,4,historical legends
16202,292,Riese
6661,615,Tod
10021,140,When
11216,93,Toter
13587,93,Toter
19534,1290,Verwandlung in einen Bären
15549,12659,Schiff
7603,4286,zusammentragen
448,93,Toter
5869,1065,unschuldig
12952,599,Ewig Leben: I
7631,3955,schlagen
8476,53,robbers
15227,32,Hexe
1987,150,wann
6885,496,"Wiederkehr, Totenhemd"
17233,1087,Werwolf Varia
9735,32,Hexe
15610,2067,Names
8256,8264,Orakel
4409,333,Räubersage
38,40,Familie
18908,130,Franzose
13287,11553,preußische Könige
17920,3008,Sohn
2690,784,wissen
13269,19,Scheidengänger
18927,16,sacrilege
11462,52,Räuber
14928,354,Berg
4319,4322,Butterhex
16518,4,historical legends
8912,16,sacrilege
19896,198,Fuchs
4409,395,treasure
3493,4,historical legends
16479,16,sacrilege
8019,91,dead
4568,29,witches
6123,2416,"Entheiligung des Feiertages, Karfreitag"
16251,1135,Zaum
12683,91,dead
4495,29,witches
61,63,Blocksberg
5193,29,witches
18331,4,historical legends
8297,443,Towns
16088,10672,Schwägerin
4133,3303,Papedönke
14922,555,moort
11534,8,"Sage, historische"
12483,12484,Universität
18789,1227,Untergang: Lit.
1295,440,destruction
3339,16,sacrilege
13557,63,Blocksberg
6428,6430,Blocksberg Orte
12197,91,dead
17508,17296,Unrecht
2843,466,Kirchliches
1144,360,Frau
16439,2513,backen
15000,7012,Mäuse machen etc.
5416,288,werfen Steine
16618,14005,blau
17177,4,historical legends
17010,394,haunting animals
2640,825,wild hunt
16795,256,Ring
13958,13960,Schwiegersohn
608,617,Peitsche
9614,2271,Fische
10759,9767,Quittung
18215,900,Mountain open
15174,2717,Battle
1757,1712,Victim
3682,169,The shot werewolf
9357,711,Mensch
7311,16,sacrilege
12040,2266,Schwanz
13194,91,dead
3685,29,witches
15610,3369,Wechselbalg I
18039,292,Riese
1583,45,Lokalsage
12986,733,Wenden (Nation)
6013,938,Kloster
11639,91,dead
9016,32,Hexe
6629,29,witches
1203,91,dead
14659,235,Storch
14688,14691,"to raise, who"
19982,289,Stein
13149,1495,weiblich: Namen
12460,2087,"Ort, Orte, wo Räuber hausen"
10940,93,Toter
18817,91,dead
14413,7361,Schlacht etc.
3191,72,local legends: varia
5672,986,"30-/100-year war, blending"
16611,41,local legends
18720,555,moort
13498,117,quid
9962,16,sacrilege
1194,1064,"Unschuldig: Taube, Torgelow etc."
16415,1729,burried an old
19079,4,historical legends
18924,29,witches
9147,5015,pissen
18331,1616,noble family
3058,938,Kloster
18816,1162,Gälknoeker
4990,107,Something on the head
12589,235,Storch
11676,3980,Totentrauung
15745,15746,The werewolf as rustler
1179,928,buttern
10719,9560,Aalblüser
18651,395,treasure
14907,206,Etymologie
1599,292,Riese
18414,18415,Recht
2823,2824,Bein
5282,16,sacrilege
6881,4286,zusammentragen
18300,986,"30-/100-year war, blending"
17860,17863,Spuk: Nachzehrer
6007,812,varia
740,72,local legends: varia
5599,5601,"Teufel trägt, wirft Steine etc."
12836,290,giants
4740,560,Zwergensage
16392,16,sacrilege
15297,2643,Name: varia
11255,16,sacrilege
18817,496,"Wiederkehr, Totenhemd"
15223,32,Hexe
4694,91,dead
10261,16,sacrilege
8291,16,sacrilege
19742,289,Stein
6773,555,moort
19121,16,sacrilege
15246,3487,Kirche (Gebäude)
19820,3388,Tähn
16514,4,historical legends
8068,16,sacrilege
14771,351,Schatzsage
14286,292,Riese
136,148,Kunst
5749,5750,Wasserloch
11165,106,Besen
8807,420,"Persönlichkeiten, Familie etc."
13814,91,dead
19590,955,devil's confederate
8554,4,historical legends
17488,671,Toys
4863,482,Edelleute
5098,70,Horse shoe etc.
5823,1065,unschuldig
8805,1558,Gen.
11774,16,sacrilege
10845,612,Leute
8665,496,"Wiederkehr, Totenhemd"
15658,29,witches
5005,5008,Viting /raubt Mädchen - 7 Söhne - verraten
9134,1395,ausmessen
10662,29,witches
15810,3458,Menschenkeule
209,20,Man who move the boundaries
16229,72,local legends: varia
6253,93,Toter
19034,15678,Schlange
9957,91,dead
11551,91,dead
18121,555,moort
15523,3980,Totentrauung
15727,131,French people
16605,194,Schwein
18856,197,Hase
13159,130,Franzose
14487,333,Räubersage
15756,16,sacrilege
18124,288,werfen Steine
4151,288,werfen Steine
12634,560,Zwergensage
2374,91,dead
7814,32,Hexe
5572,1558,Gen.
10945,256,Ring
19495,29,witches
19549,29,witches
3739,29,witches
12373,364,Pferd
6190,2686,bauen
7783,7784,Heister
19295,354,Berg
12424,29,witches
1234,599,Ewig Leben: I
16559,1705,hart
4855,480,Haberlandt
13650,223,Viting
5087,5089,sechs
5906,16,sacrilege
1194,16,sacrilege
15170,43,Ritter
8137,1853,Russe
3313,290,giants
5902,29,witches
2003,169,The shot werewolf
12990,12991,Knie
266,269,Self-transformation into the wolf form by means of magic
7315,2654,weiß
7238,7060,Schinnerhannes
18945,187,Sau
13316,4,historical legends
13736,2366,platzen
8918,7863,"Schellfisch, Placken"
13025,5088,Sprung
12752,16,sacrilege
16577,16,sacrilege
1144,1151,Kreuzdorn
1784,91,dead
18016,784,wissen
13843,29,witches
17118,3423,schreien
13021,45,Lokalsage
11431,836,Raubritter
3063,16,sacrilege
5596,364,Pferd
18988,91,dead
8305,29,witches
13743,5964,Geld brennt
10475,398,goldene Wiege
3708,131,French people
11551,4661,Maus
6661,1502,Totensage
19072,599,Ewig Leben: I
9880,7289,Kyffhäuser: Kaiser im Berg
9036,232,Tiermärchen
16095,946,"French people etc., search town"
1992,131,French people
1562,4,historical legends
9029,9032,begnadigen
17487,3696,Spuk
18423,5552,Kalb
14733,415,water
13888,1502,Totensage
6394,29,witches
1090,1093,Brüder
1190,420,"Persönlichkeiten, Familie etc."
2952,91,dead
16322,16,sacrilege
7258,7259,Strick
18418,16,sacrilege
10532,91,dead
1874,72,local legends: varia
8998,64,Blocksberg varia
15928,2413,Engelland
3199,3201,Bridal carriage
8089,955,devil's confederate
10061,2223,Elster lehrt Taube Nest bauen
3208,614,Herrgott
10192,72,local legends: varia
13692,11544,Ortssagen (außer Bornholm)
8458,8461,machen
15282,333,Räubersage
4673,31,Vieh
10194,117,quid
14467,1893,"Tiersagen, Märchen II"
12323,91,dead
6894,6895,wie greifen
14414,93,Toter
16991,797,Blutstropfen etc.
12408,3822,gut
9792,45,Lokalsage
1904,41,local legends
6800,19,Scheidengänger
8022,91,dead
13523,53,robbers
2443,482,Edelleute
14773,416,Seejungfer
3000,1168,Semmel
2979,29,witches
9468,29,witches
2647,938,Kloster
3773,72,local legends: varia
19396,29,witches
9212,810,Varia
17845,91,dead
6790,555,moort
18010,466,Kirchliches
6033,354,Berg
9966,72,local legends: varia
9961,5116,Water nymph
14867,8,"Sage, historische"
2226,253,tragen
12337,8,"Sage, historische"
18289,929,Buttern
5549,16,sacrilege
11890,2697,Gans
19815,290,giants
3651,16,sacrilege
19937,53,robbers
8502,7012,Mäuse machen etc.
15028,524,Volkssage
3632,3634,Johannistag
14641,496,"Wiederkehr, Totenhemd"
12697,1251,Knecht
14247,825,wild hunt
14694,16,sacrilege
5876,602,Plut (Teil einer Semmel)
4349,91,dead
12197,93,Toter
6828,360,Frau
3566,223,Viting
7543,351,Schatzsage
12863,6254,Hemd etc.
16012,848,"Pferd, allg. Abwehr etc."
18392,18092,wachsen
19921,45,Lokalsage
13159,4,historical legends
13871,91,dead
12846,2643,Name: varia
